StudyID,SubjectID,Condition ,Session ,Trial,StartTimeOfResponse ,IRT ,ReinforcerCutOFF,SessionCutOFF
Exp1,29,Extended,ContextB,44,196.67,1.42,0,0
Exp1,29,Extended,ContextB,45,198.09,0.98,0,0
Exp1,29,Extended,ContextB,46,199.07,36.6,0,0
Exp1,29,Extended,ContextB,47,235.67,1.05,0,0
Exp1,29,Extended,ContextB,48,236.72,38.42,0,0
Exp1,29,Extended,ContextB,49,275.14,6.69,0,0
Exp1,29,Extended,ContextB,50,281.83,2.44,0,0
Exp1,29,Extended,ContextB,51,284.27,0.7,0,0
Exp1,29,Extended,ContextB,52,284.97,55.79,0,0
Exp1,29,Extended,ContextB,53,340.76,1.2,0,0
Exp1,29,Extended,ContextB,54,341.96,1.41,0,0
Exp1,29,Extended,ContextB,55,343.37,1.39,0,0
Exp1,29,Extended,ContextB,56,344.76,2.37,0,0
Exp1,29,Extended,ContextB,57,347.13,0.43,0,0
Exp1,29,Extended,ContextB,58,347.56,2.64,0,0
Exp1,29,Extended,ContextB,59,350.2,0.75,0,0
Exp1,29,Extended,ContextB,60,350.95,26.38,0,0
Exp1,29,Extended,ContextB,61,377.33,48.62,0,0
Exp1,29,Extended,ContextB,62,425.95,0.73,0,0
Exp1,29,Extended,ContextB,63,426.68,3.12,0,0
Exp1,29,Extended,ContextB,64,429.8,6.08,0,0
Exp1,29,Extended,ContextB,65,435.88,0.29,0,0
Exp1,29,Extended,ContextB,66,436.17,0.16,0,0
Exp1,29,Extended,ContextB,67,436.33,42.32,0,0
Exp1,29,Extended,ContextB,68,478.65,25.56,0,0
Exp1,29,Extended,ContextB,69,504.21,1.38,0,0
Exp1,29,Extended,ContextB,70,505.59,2.67,0,0
Exp1,29,Extended,ContextB,71,508.26,3.41,0,0
Exp1,29,Extended,ContextB,72,511.67,88.33,0,1
Exp1,30,Extended,ContextB,1,0,7.67,0,0
Exp1,30,Extended,ContextB,2,7.67,2.5,0,0
Exp1,30,Extended,ContextB,3,10.17,3.44,0,0
Exp1,30,Extended,ContextB,4,13.61,1.87,0,0
Exp1,30,Extended,ContextB,5,15.48,0.76,0,0
Exp1,30,Extended,ContextB,6,16.24,3.41,0,0
Exp1,30,Extended,ContextB,7,19.65,2.35,0,0
Exp1,30,Extended,ContextB,8,22,2.8,0,0
Exp1,30,Extended,ContextB,9,24.8,5.76,0,0
Exp1,30,Extended,ContextB,10,30.56,3.55,0,0
Exp1,30,Extended,ContextB,11,34.11,1.96,0,0
Exp1,30,Extended,ContextB,12,36.07,8.38,0,0
Exp1,30,Extended,ContextB,13,44.45,1.41,0,0
Exp1,30,Extended,ContextB,14,45.86,1.55,0,0
Exp1,30,Extended,ContextB,15,47.41,2.66,0,0
Exp1,30,Extended,ContextB,16,50.07,1.58,0,0
Exp1,30,Extended,ContextB,17,51.65,1.44,0,0
Exp1,30,Extended,ContextB,18,53.09,1.19,0,0
Exp1,30,Extended,ContextB,19,54.28,5.01,0,0
Exp1,30,Extended,ContextB,20,59.29,2.89,0,0
Exp1,30,Extended,ContextB,21,62.18,2.4,0,0
Exp1,30,Extended,ContextB,22,64.58,1.66,0,0
Exp1,30,Extended,ContextB,23,66.24,3.58,0,0
Exp1,30,Extended,ContextB,24,69.82,3.52,0,0
Exp1,30,Extended,ContextB,25,73.34,0.29,0,0
Exp1,30,Extended,ContextB,26,73.63,2.5,0,0
Exp1,30,Extended,ContextB,27,76.13,2.62,0,0
Exp1,30,Extended,ContextB,28,78.75,0.36,0,0
Exp1,30,Extended,ContextB,29,79.11,3.65,0,0
Exp1,30,Extended,ContextB,30,82.76,3,0,0
Exp1,30,Extended,ContextB,31,85.76,2.22,0,0
Exp1,30,Extended,ContextB,32,87.98,0.65,0,0
Exp1,30,Extended,ContextB,33,88.63,8.44,0,0
Exp1,30,Extended,ContextB,34,97.07,13.73,0,0
Exp1,30,Extended,ContextB,35,110.8,3.08,0,0
Exp1,30,Extended,ContextB,36,113.88,5.06,0,0
Exp1,30,Extended,ContextB,37,118.94,3.05,0,0
Exp1,30,Extended,ContextB,38,121.99,1.12,0,0
Exp1,30,Extended,ContextB,39,123.11,1.86,0,0
Exp1,30,Extended,ContextB,40,124.97,0.59,0,0
Exp1,30,Extended,ContextB,41,125.56,2.59,0,0
Exp1,30,Extended,ContextB,42,128.15,14.98,0,0
Exp1,30,Extended,ContextB,43,143.13,3.82,0,0
Exp1,30,Extended,ContextB,44,146.95,44.92,0,0
Exp1,30,Extended,ContextB,45,191.87,1.53,0,0
Exp1,30,Extended,ContextB,46,193.4,0.28,0,0
Exp1,30,Extended,ContextB,47,193.68,4.74,0,0
Exp1,30,Extended,ContextB,48,198.42,2.06,0,0
Exp1,30,Extended,ContextB,49,200.48,5.08,0,0
Exp1,30,Extended,ContextB,50,205.56,1.01,0,0
Exp1,30,Extended,ContextB,51,206.57,2.98,0,0
Exp1,30,Extended,ContextB,52,209.55,0.26,0,0
Exp1,30,Extended,ContextB,53,209.81,4.45,0,0
Exp1,30,Extended,ContextB,54,214.26,0.38,0,0
Exp1,30,Extended,ContextB,55,214.64,1.78,0,0
Exp1,30,Extended,ContextB,56,216.42,1.08,0,0
Exp1,30,Extended,ContextB,57,217.5,1.73,0,0
Exp1,30,Extended,ContextB,58,219.23,44.74,0,0
Exp1,30,Extended,ContextB,59,263.97,1.35,0,0
Exp1,30,Extended,ContextB,60,265.32,0.13,0,0
Exp1,30,Extended,ContextB,61,265.45,0.49,0,0
Exp1,30,Extended,ContextB,62,265.94,0.65,0,0
Exp1,30,Extended,ContextB,63,266.59,0.83,0,0
Exp1,30,Extended,ContextB,64,267.42,1.3,0,0
Exp1,30,Extended,ContextB,65,268.72,3.85,0,0
Exp1,30,Extended,ContextB,66,272.57,10.47,0,0
Exp1,30,Extended,ContextB,67,283.04,1.09,0,0
Exp1,30,Extended,ContextB,68,284.13,21.91,0,0
Exp1,30,Extended,ContextB,69,306.04,2.37,0,0
Exp1,30,Extended,ContextB,70,308.41,0.94,0,0
Exp1,30,Extended,ContextB,71,309.35,0.67,0,0
Exp1,30,Extended,ContextB,72,310.02,3.62,0,0
Exp1,30,Extended,ContextB,73,313.64,1.36,0,0
Exp1,30,Extended,ContextB,74,315,4.63,0,0
Exp1,30,Extended,ContextB,75,319.63,37.86,0,0
Exp1,30,Extended,ContextB,76,357.49,11.4,0,0
Exp1,30,Extended,ContextB,77,368.89,3.28,0,0
Exp1,30,Extended,ContextB,78,372.17,2.75,0,0
Exp1,30,Extended,ContextB,79,374.92,0.86,0,0
Exp1,30,Extended,ContextB,80,375.78,0.72,0,0
Exp1,30,Extended,ContextB,81,376.5,1.64,0,0
Exp1,30,Extended,ContextB,82,378.14,13.99,0,0
Exp1,30,Extended,ContextB,83,392.13,1.42,0,0
Exp1,30,Extended,ContextB,84,393.55,0.66,0,0
Exp1,30,Extended,ContextB,85,394.21,5.01,0,0
Exp1,30,Extended,ContextB,86,399.22,2.65,0,0
Exp1,30,Extended,ContextB,87,401.87,1.31,0,0
Exp1,30,Extended,ContextB,88,403.18,51.9,0,0
Exp1,30,Extended,ContextB,89,455.08,5.83,0,0
Exp1,30,Extended,ContextB,90,460.91,8.65,0,0
Exp1,30,Extended,ContextB,91,469.56,1.52,0,0
Exp1,30,Extended,ContextB,92,471.08,0.46,0,0
Exp1,30,Extended,ContextB,93,471.54,5.99,0,0
Exp1,30,Extended,ContextB,94,477.53,69.18,0,0
Exp1,30,Extended,ContextB,95,546.71,11.64,0,0
Exp1,30,Extended,ContextB,96,558.35,1.82,0,0
Exp1,30,Extended,ContextB,97,560.17,25.32,0,0
Exp1,30,Extended,ContextB,98,585.49,1.57,0,0
Exp1,30,Extended,ContextB,99,587.06,12.94,0,1
Exp1,31,Extended,ContextB,1,0,18.25,0,0
Exp1,31,Extended,ContextB,2,18.25,1.19,0,0
Exp1,31,Extended,ContextB,3,19.44,2.31,0,0
Exp1,31,Extended,ContextB,4,21.75,1.12,0,0
Exp1,31,Extended,ContextB,5,22.87,1.07,0,0
Exp1,31,Extended,ContextB,6,23.94,1.95,0,0
Exp1,31,Extended,ContextB,7,25.89,2.95,0,0
Exp1,31,Extended,ContextB,8,28.84,0.48,0,0
Exp1,31,Extended,ContextB,9,29.32,1.65,0,0
Exp1,31,Extended,ContextB,10,30.97,6.16,0,0
Exp1,31,Extended,ContextB,11,37.13,1.77,0,0
Exp1,31,Extended,ContextB,12,38.9,4.49,0,0
Exp1,31,Extended,ContextB,13,43.39,0.87,0,0
Exp1,31,Extended,ContextB,14,44.26,4.84,0,0
Exp1,31,Extended,ContextB,15,49.1,0.99,0,0
Exp1,31,Extended,ContextB,16,50.09,1.55,0,0
Exp1,31,Extended,ContextB,17,51.64,10.17,0,0
Exp1,31,Extended,ContextB,18,61.81,1.23,0,0
Exp1,31,Extended,ContextB,19,63.04,0.98,0,0
Exp1,31,Extended,ContextB,20,64.02,3.16,0,0
Exp1,31,Extended,ContextB,21,67.18,2.9,0,0
Exp1,31,Extended,ContextB,22,70.08,1.39,0,0
Exp1,31,Extended,ContextB,23,71.47,12.7,0,0
Exp1,31,Extended,ContextB,24,84.17,2.83,0,0
Exp1,31,Extended,ContextB,25,87,18.33,0,0
Exp1,31,Extended,ContextB,26,105.33,19.09,0,0
Exp1,31,Extended,ContextB,27,124.42,2.62,0,0
Exp1,31,Extended,ContextB,28,127.04,1.89,0,0
Exp1,31,Extended,ContextB,29,128.93,0.8,0,0
Exp1,31,Extended,ContextB,30,129.73,3.16,0,0
Exp1,31,Extended,ContextB,31,132.89,1.01,0,0
Exp1,31,Extended,ContextB,32,133.9,15.41,0,0
Exp1,31,Extended,ContextB,33,149.31,32.3,0,0
Exp1,31,Extended,ContextB,34,181.61,27.15,0,0
Exp1,31,Extended,ContextB,35,208.76,4.97,0,0
Exp1,31,Extended,ContextB,36,213.73,1.79,0,0
Exp1,31,Extended,ContextB,37,215.52,15.52,0,0
Exp1,31,Extended,ContextB,38,231.04,4.13,0,0
Exp1,31,Extended,ContextB,39,235.17,3.92,0,0
Exp1,31,Extended,ContextB,40,239.09,4.22,0,0
Exp1,31,Extended,ContextB,41,243.31,2.67,0,0
Exp1,31,Extended,ContextB,42,245.98,16.05,0,0
Exp1,31,Extended,ContextB,43,262.03,0.35,0,0
Exp1,31,Extended,ContextB,44,262.38,11.83,0,0
Exp1,31,Extended,ContextB,45,274.21,3.05,0,0
Exp1,31,Extended,ContextB,46,277.26,9.13,0,0
Exp1,31,Extended,ContextB,47,286.39,1.38,0,0
Exp1,31,Extended,ContextB,48,287.77,18.44,0,0
Exp1,31,Extended,ContextB,49,306.21,3.49,0,0
Exp1,31,Extended,ContextB,50,309.7,1.83,0,0
Exp1,31,Extended,ContextB,51,311.53,6.66,0,0
Exp1,31,Extended,ContextB,52,318.19,15.57,0,0
Exp1,31,Extended,ContextB,53,333.76,0.51,0,0
Exp1,31,Extended,ContextB,54,334.27,1.25,0,0
Exp1,31,Extended,ContextB,55,335.52,5.92,0,0
Exp1,31,Extended,ContextB,56,341.44,1.11,0,0
Exp1,31,Extended,ContextB,57,342.55,12.15,0,0
Exp1,31,Extended,ContextB,58,354.7,0.43,0,0
Exp1,31,Extended,ContextB,59,355.13,29.8,0,0
Exp1,31,Extended,ContextB,60,384.93,27.2,0,0
Exp1,31,Extended,ContextB,61,412.13,8.49,0,0
Exp1,31,Extended,ContextB,62,420.62,6.47,0,0
Exp1,31,Extended,ContextB,63,427.09,9.33,0,0
Exp1,31,Extended,ContextB,64,436.42,9.34,0,0
Exp1,31,Extended,ContextB,65,445.76,30.49,0,0
Exp1,31,Extended,ContextB,66,476.25,2.97,0,0
Exp1,31,Extended,ContextB,67,479.22,28.92,0,0
Exp1,31,Extended,ContextB,68,508.14,18.2,0,0
Exp1,31,Extended,ContextB,69,526.34,2.49,0,0
Exp1,31,Extended,ContextB,70,528.83,2.26,0,0
Exp1,31,Extended,ContextB,71,531.09,3.07,0,0
Exp1,31,Extended,ContextB,72,534.16,1.01,0,0
Exp1,31,Extended,ContextB,73,535.17,0.24,0,0
Exp1,31,Extended,ContextB,74,535.41,0.21,0,0
Exp1,31,Extended,ContextB,75,535.62,0.2,0,0
Exp1,31,Extended,ContextB,76,535.82,0.3,0,0
Exp1,31,Extended,ContextB,77,536.12,3.38,0,0
Exp1,31,Extended,ContextB,78,539.5,60.5,0,1
Exp1,32,Extended,ContextB,1,0,4.03,0,0
Exp1,32,Extended,ContextB,2,4.03,1.27,0,0
Exp1,32,Extended,ContextB,3,5.3,2.8,0,0
Exp1,32,Extended,ContextB,4,8.1,1.24,0,0
Exp1,32,Extended,ContextB,5,9.34,2.71,0,0
Exp1,32,Extended,ContextB,6,12.05,1.52,0,0
Exp1,32,Extended,ContextB,7,13.57,3.07,0,0
Exp1,32,Extended,ContextB,8,16.64,0.29,0,0
Exp1,32,Extended,ContextB,9,16.93,0.51,0,0
Exp1,32,Extended,ContextB,10,17.44,0.24,0,0
Exp1,32,Extended,ContextB,11,17.68,0.18,0,0
Exp1,32,Extended,ContextB,12,17.86,1.16,0,0
Exp1,32,Extended,ContextB,13,19.02,0.4,0,0
Exp1,32,Extended,ContextB,14,19.42,2.57,0,0
Exp1,32,Extended,ContextB,15,21.99,0.75,0,0
Exp1,32,Extended,ContextB,16,22.74,0.16,0,0
Exp1,32,Extended,ContextB,17,22.9,2.31,0,0
Exp1,32,Extended,ContextB,18,25.21,0.16,0,0
Exp1,32,Extended,ContextB,19,25.37,0.8,0,0
Exp1,32,Extended,ContextB,20,26.17,1.5,0,0
Exp1,32,Extended,ContextB,21,27.67,0.57,0,0
Exp1,32,Extended,ContextB,22,28.24,0.1,0,0
Exp1,32,Extended,ContextB,23,28.34,7.71,0,0
Exp1,32,Extended,ContextB,24,36.05,0.58,0,0
Exp1,32,Extended,ContextB,25,36.63,1.67,0,0
Exp1,32,Extended,ContextB,26,38.3,0.43,0,0
Exp1,32,Extended,ContextB,27,38.73,4.49,0,0
Exp1,32,Extended,ContextB,28,43.22,2.85,0,0
Exp1,32,Extended,ContextB,29,46.07,5.96,0,0
Exp1,32,Extended,ContextB,30,52.03,5.23,0,0
Exp1,32,Extended,ContextB,31,57.26,3.45,0,0
Exp1,32,Extended,ContextB,32,60.71,14.65,0,0
Exp1,32,Extended,ContextB,33,75.36,0.21,0,0
Exp1,32,Extended,ContextB,34,75.57,0.32,0,0
Exp1,32,Extended,ContextB,35,75.89,5.3,0,0
Exp1,32,Extended,ContextB,36,81.19,1.92,0,0
Exp1,32,Extended,ContextB,37,83.11,2.08,0,0
Exp1,32,Extended,ContextB,38,85.19,21.16,0,0
Exp1,32,Extended,ContextB,39,106.35,0.25,0,0
Exp1,32,Extended,ContextB,40,106.6,41.24,0,0
Exp1,32,Extended,ContextB,41,147.84,6.12,0,0
Exp1,32,Extended,ContextB,42,153.96,0.95,0,0
Exp1,32,Extended,ContextB,43,154.91,2.12,0,0
Exp1,32,Extended,ContextB,44,157.03,0.23,0,0
Exp1,32,Extended,ContextB,45,157.26,0.87,0,0
Exp1,32,Extended,ContextB,46,158.13,1.56,0,0
Exp1,32,Extended,ContextB,47,159.69,52.37,0,0
Exp1,32,Extended,ContextB,48,212.06,1.26,0,0
Exp1,32,Extended,ContextB,49,213.32,0.66,0,0
Exp1,32,Extended,ContextB,50,213.98,54.97,0,0
Exp1,32,Extended,ContextB,51,268.95,0.68,0,0
Exp1,32,Extended,ContextB,52,269.63,1.28,0,0
Exp1,32,Extended,ContextB,53,270.91,32.36,0,0
Exp1,32,Extended,ContextB,54,303.27,0.46,0,0
Exp1,32,Extended,ContextB,55,303.73,0.28,0,0
Exp1,32,Extended,ContextB,56,304.01,81.39,0,0
Exp1,32,Extended,ContextB,57,385.4,1.76,0,0
Exp1,32,Extended,ContextB,58,387.16,1.02,0,0
Exp1,32,Extended,ContextB,59,388.18,0.89,0,0
Exp1,32,Extended,ContextB,60,389.07,82.29,0,0
Exp1,32,Extended,ContextB,61,471.36,0.26,0,0
Exp1,32,Extended,ContextB,62,471.62,0.15,0,0
Exp1,32,Extended,ContextB,63,471.77,4.08,0,0
Exp1,32,Extended,ContextB,64,475.85,0.22,0,0
Exp1,32,Extended,ContextB,65,476.07,0.48,0,0
Exp1,32,Extended,ContextB,66,476.55,4.43,0,0
Exp1,32,Extended,ContextB,67,480.98,0.17,0,0
Exp1,32,Extended,ContextB,68,481.15,0.2,0,0
Exp1,32,Extended,ContextB,69,481.35,0.15,0,0
Exp1,32,Extended,ContextB,70,481.5,0.35,0,0
Exp1,32,Extended,ContextB,71,481.85,1.02,0,0
Exp1,32,Extended,ContextB,72,482.87,3.54,0,0
Exp1,32,Extended,ContextB,73,486.41,1.6,0,0
Exp1,32,Extended,ContextB,74,488.01,0.71,0,0
Exp1,32,Extended,ContextB,75,488.72,0.18,0,0
Exp1,32,Extended,ContextB,76,488.9,1.86,0,0
Exp1,32,Extended,ContextB,77,490.76,3.62,0,0
Exp1,32,Extended,ContextB,78,494.38,3.52,0,0
Exp1,32,Extended,ContextB,79,497.9,0.71,0,0
Exp1,32,Extended,ContextB,80,498.61,0.56,0,0
Exp1,32,Extended,ContextB,81,499.17,0.47,0,0
Exp1,32,Extended,ContextB,82,499.64,0.64,0,0
Exp1,32,Extended,ContextB,83,500.28,1.19,0,0
Exp1,32,Extended,ContextB,84,501.47,0.74,0,0
Exp1,32,Extended,ContextB,85,502.21,1.59,0,0
Exp1,32,Extended,ContextB,86,503.8,0.96,0,0
Exp1,32,Extended,ContextB,87,504.76,3.01,0,0
Exp1,32,Extended,ContextB,88,507.77,0.58,0,0
Exp1,32,Extended,ContextB,89,508.35,0.2,0,0
Exp1,32,Extended,ContextB,90,508.55,1.01,0,0
Exp1,32,Extended,ContextB,91,509.56,0.36,0,0
Exp1,32,Extended,ContextB,92,509.92,3.15,0,0
Exp1,32,Extended,ContextB,93,513.07,3.44,0,0
Exp1,32,Extended,ContextB,94,516.51,2.07,0,0
Exp1,32,Extended,ContextB,95,518.58,0.68,0,0
Exp1,32,Extended,ContextB,96,519.26,1.06,0,0
Exp1,32,Extended,ContextB,97,520.32,39.87,0,0
Exp1,32,Extended,ContextB,98,560.19,2.48,0,0
Exp1,32,Extended,ContextB,99,562.67,6.37,0,0
Exp1,32,Extended,ContextB,100,569.04,30.96,0,1
