StudyID,SubjectID,Condition ,Session ,Trial,StartTimeOfResponse ,IRT ,ReinforcerCutOFF,SessionCutOFF
Exp1,10,Brief,ContextB,119,383.22,1.92,0,0
Exp1,10,Brief,ContextB,120,385.14,8.9,0,0
Exp1,10,Brief,ContextB,121,394.04,3.73,0,0
Exp1,10,Brief,ContextB,122,397.77,1.88,0,0
Exp1,10,Brief,ContextB,123,399.65,10.42,0,0
Exp1,10,Brief,ContextB,124,410.07,6.33,0,0
Exp1,10,Brief,ContextB,125,416.4,4.62,0,0
Exp1,10,Brief,ContextB,126,421.02,15.8,0,0
Exp1,10,Brief,ContextB,127,436.82,13.96,0,0
Exp1,10,Brief,ContextB,128,450.78,1.57,0,0
Exp1,10,Brief,ContextB,129,452.35,0.9,0,0
Exp1,10,Brief,ContextB,130,453.25,0.41,0,0
Exp1,10,Brief,ContextB,131,453.66,6.81,0,0
Exp1,10,Brief,ContextB,132,460.47,1.42,0,0
Exp1,10,Brief,ContextB,133,461.89,0.66,0,0
Exp1,10,Brief,ContextB,134,462.55,25.13,0,0
Exp1,10,Brief,ContextB,135,487.68,1.8,0,0
Exp1,10,Brief,ContextB,136,489.48,3.79,0,0
Exp1,10,Brief,ContextB,137,493.27,4.84,0,0
Exp1,10,Brief,ContextB,138,498.11,0.37,0,0
Exp1,10,Brief,ContextB,139,498.48,8.4,0,0
Exp1,10,Brief,ContextB,140,506.88,1.75,0,0
Exp1,10,Brief,ContextB,141,508.63,1.66,0,0
Exp1,10,Brief,ContextB,142,510.29,6.73,0,0
Exp1,10,Brief,ContextB,143,517.02,1.1,0,0
Exp1,10,Brief,ContextB,144,518.12,12.57,0,0
Exp1,10,Brief,ContextB,145,530.69,2.65,0,0
Exp1,10,Brief,ContextB,146,533.34,15.55,0,0
Exp1,10,Brief,ContextB,147,548.89,1.88,0,0
Exp1,10,Brief,ContextB,148,550.77,13.16,0,0
Exp1,10,Brief,ContextB,149,563.93,0.86,0,0
Exp1,10,Brief,ContextB,150,564.79,11.59,0,0
Exp1,10,Brief,ContextB,151,576.38,1.99,0,0
Exp1,10,Brief,ContextB,152,578.37,15.91,0,0
Exp1,10,Brief,ContextB,153,594.28,1.35,0,0
Exp1,10,Brief,ContextB,154,595.63,4.37,0,1
Exp1,11,Brief,ContextB,1,0,2.1,0,0
Exp1,11,Brief,ContextB,2,2.1,0.53,0,0
Exp1,11,Brief,ContextB,3,2.63,3.1,0,0
Exp1,11,Brief,ContextB,4,5.73,0.64,0,0
Exp1,11,Brief,ContextB,5,6.37,3.88,0,0
Exp1,11,Brief,ContextB,6,10.25,4.6,0,0
Exp1,11,Brief,ContextB,7,14.85,7.54,0,0
Exp1,11,Brief,ContextB,8,22.39,1.14,0,0
Exp1,11,Brief,ContextB,9,23.53,9.2,0,0
Exp1,11,Brief,ContextB,10,32.73,3.29,0,0
Exp1,11,Brief,ContextB,11,36.02,0.81,0,0
Exp1,11,Brief,ContextB,12,36.83,2.33,0,0
Exp1,11,Brief,ContextB,13,39.16,15.42,0,0
Exp1,11,Brief,ContextB,14,54.58,4.17,0,0
Exp1,11,Brief,ContextB,15,58.75,13.08,0,0
Exp1,11,Brief,ContextB,16,71.83,7.56,0,0
Exp1,11,Brief,ContextB,17,79.39,13.99,0,0
Exp1,11,Brief,ContextB,18,93.38,1.15,0,0
Exp1,11,Brief,ContextB,19,94.53,15.98,0,0
Exp1,11,Brief,ContextB,20,110.51,4.22,0,0
Exp1,11,Brief,ContextB,21,114.73,8.07,0,0
Exp1,11,Brief,ContextB,22,122.8,1.39,0,0
Exp1,11,Brief,ContextB,23,124.19,29.41,0,0
Exp1,11,Brief,ContextB,24,153.6,15.4,0,0
Exp1,11,Brief,ContextB,25,169,0.66,0,0
Exp1,11,Brief,ContextB,26,169.66,10.22,0,0
Exp1,11,Brief,ContextB,27,179.88,8.56,0,0
Exp1,11,Brief,ContextB,28,188.44,10.91,0,0
Exp1,11,Brief,ContextB,29,199.35,1.62,0,0
Exp1,11,Brief,ContextB,30,200.97,1.04,0,0
Exp1,11,Brief,ContextB,31,202.01,2.22,0,0
Exp1,11,Brief,ContextB,32,204.23,0.84,0,0
Exp1,11,Brief,ContextB,33,205.07,2.49,0,0
Exp1,11,Brief,ContextB,34,207.56,7.55,0,0
Exp1,11,Brief,ContextB,35,215.11,1.28,0,0
Exp1,11,Brief,ContextB,36,216.39,18.63,0,0
Exp1,11,Brief,ContextB,37,235.02,4.49,0,0
Exp1,11,Brief,ContextB,38,239.51,15.32,0,0
Exp1,11,Brief,ContextB,39,254.83,1.74,0,0
Exp1,11,Brief,ContextB,40,256.57,35.24,0,0
Exp1,11,Brief,ContextB,41,291.81,20.92,0,0
Exp1,11,Brief,ContextB,42,312.73,23.81,0,0
Exp1,11,Brief,ContextB,43,336.54,13.75,0,0
Exp1,11,Brief,ContextB,44,350.29,22.65,0,0
Exp1,11,Brief,ContextB,45,372.94,0.66,0,0
Exp1,11,Brief,ContextB,46,373.6,0.63,0,0
Exp1,11,Brief,ContextB,47,374.23,46.35,0,0
Exp1,11,Brief,ContextB,48,420.58,0.87,0,0
Exp1,11,Brief,ContextB,49,421.45,31.34,0,0
Exp1,11,Brief,ContextB,50,452.79,16.12,0,0
Exp1,11,Brief,ContextB,51,468.91,33.61,0,0
Exp1,11,Brief,ContextB,52,502.52,74.37,0,0
Exp1,11,Brief,ContextB,53,576.89,0.21,0,0
Exp1,11,Brief,ContextB,54,577.1,2.74,0,0
Exp1,11,Brief,ContextB,55,579.84,0.24,0,0
Exp1,11,Brief,ContextB,56,580.08,0.35,0,0
Exp1,11,Brief,ContextB,57,580.43,15.04,0,0
Exp1,11,Brief,ContextB,58,595.47,4.53,0,1
Exp1,12,Brief,ContextB,1,0,1.64,0,0
Exp1,12,Brief,ContextB,2,1.64,5.86,0,0
Exp1,12,Brief,ContextB,3,7.5,1.2,0,0
Exp1,12,Brief,ContextB,4,8.7,2,0,0
Exp1,12,Brief,ContextB,5,10.7,1.66,0,0
Exp1,12,Brief,ContextB,6,12.36,4.36,0,0
Exp1,12,Brief,ContextB,7,16.72,4.37,0,0
Exp1,12,Brief,ContextB,8,21.09,1.54,0,0
Exp1,12,Brief,ContextB,9,22.63,0.36,0,0
Exp1,12,Brief,ContextB,10,22.99,3.35,0,0
Exp1,12,Brief,ContextB,11,26.34,7.35,0,0
Exp1,12,Brief,ContextB,12,33.69,2.46,0,0
Exp1,12,Brief,ContextB,13,36.15,0.27,0,0
Exp1,12,Brief,ContextB,14,36.42,9.25,0,0
Exp1,12,Brief,ContextB,15,45.67,2.24,0,0
Exp1,12,Brief,ContextB,16,47.91,5.53,0,0
Exp1,12,Brief,ContextB,17,53.44,0.36,0,0
Exp1,12,Brief,ContextB,18,53.8,0.42,0,0
Exp1,12,Brief,ContextB,19,54.22,5.47,0,0
Exp1,12,Brief,ContextB,20,59.69,2.05,0,0
Exp1,12,Brief,ContextB,21,61.74,1.56,0,0
Exp1,12,Brief,ContextB,22,63.3,5.28,0,0
Exp1,12,Brief,ContextB,23,68.58,0.95,0,0
Exp1,12,Brief,ContextB,24,69.53,6.78,0,0
Exp1,12,Brief,ContextB,25,76.31,1.48,0,0
Exp1,12,Brief,ContextB,26,77.79,4.38,0,0
Exp1,12,Brief,ContextB,27,82.17,9.39,0,0
Exp1,12,Brief,ContextB,28,91.56,9.45,0,0
Exp1,12,Brief,ContextB,29,101.01,0.91,0,0
Exp1,12,Brief,ContextB,30,101.92,0.13,0,0
Exp1,12,Brief,ContextB,31,102.05,16.1,0,0
Exp1,12,Brief,ContextB,32,118.15,1.01,0,0
Exp1,12,Brief,ContextB,33,119.16,2.27,0,0
Exp1,12,Brief,ContextB,34,121.43,7.18,0,0
Exp1,12,Brief,ContextB,35,128.61,1.42,0,0
Exp1,12,Brief,ContextB,36,130.03,9.04,0,0
Exp1,12,Brief,ContextB,37,139.07,4.34,0,0
Exp1,12,Brief,ContextB,38,143.41,16.33,0,0
Exp1,12,Brief,ContextB,39,159.74,10.14,0,0
Exp1,12,Brief,ContextB,40,169.88,0.94,0,0
Exp1,12,Brief,ContextB,41,170.82,2.54,0,0
Exp1,12,Brief,ContextB,42,173.36,0.16,0,0
Exp1,12,Brief,ContextB,43,173.52,9.56,0,0
Exp1,12,Brief,ContextB,44,183.08,8.34,0,0
Exp1,12,Brief,ContextB,45,191.42,1.62,0,0
Exp1,12,Brief,ContextB,46,193.04,27.71,0,0
Exp1,12,Brief,ContextB,47,220.75,19.13,0,0
Exp1,12,Brief,ContextB,48,239.88,2.41,0,0
Exp1,12,Brief,ContextB,49,242.29,7.8,0,0
Exp1,12,Brief,ContextB,50,250.09,7.76,0,0
Exp1,12,Brief,ContextB,51,257.85,13.33,0,0
Exp1,12,Brief,ContextB,52,271.18,1.76,0,0
Exp1,12,Brief,ContextB,53,272.94,5.34,0,0
Exp1,12,Brief,ContextB,54,278.28,21.56,0,0
Exp1,12,Brief,ContextB,55,299.84,24.69,0,0
Exp1,12,Brief,ContextB,56,324.53,6.65,0,0
Exp1,12,Brief,ContextB,57,331.18,9.78,0,0
Exp1,12,Brief,ContextB,58,340.96,7.04,0,0
Exp1,12,Brief,ContextB,59,348,8.23,0,0
Exp1,12,Brief,ContextB,60,356.23,24.2,0,0
Exp1,12,Brief,ContextB,61,380.43,95.77,0,0
Exp1,12,Brief,ContextB,62,476.2,0.56,0,0
Exp1,12,Brief,ContextB,63,476.76,3.05,0,0
Exp1,12,Brief,ContextB,64,479.81,4.6,0,0
Exp1,12,Brief,ContextB,65,484.41,1.99,0,0
Exp1,12,Brief,ContextB,66,486.4,8.97,0,0
Exp1,12,Brief,ContextB,67,495.37,6.2,0,0
Exp1,12,Brief,ContextB,68,501.57,3.85,0,0
Exp1,12,Brief,ContextB,69,505.42,6.19,0,0
Exp1,12,Brief,ContextB,70,511.61,3.32,0,0
Exp1,12,Brief,ContextB,71,514.93,3.59,0,0
Exp1,12,Brief,ContextB,72,518.52,0.99,0,0
Exp1,12,Brief,ContextB,73,519.51,1.24,0,0
Exp1,12,Brief,ContextB,74,520.75,3.53,0,0
Exp1,12,Brief,ContextB,75,524.28,2.25,0,0
Exp1,12,Brief,ContextB,76,526.53,28.2,0,0
Exp1,12,Brief,ContextB,77,554.73,1.19,0,0
Exp1,12,Brief,ContextB,78,555.92,1.51,0,0
Exp1,12,Brief,ContextB,79,557.43,5.75,0,0
Exp1,12,Brief,ContextB,80,563.18,26.56,0,0
Exp1,12,Brief,ContextB,81,589.74,1.89,0,0
Exp1,12,Brief,ContextB,82,591.63,8.37,0,1
Exp1,13,Brief,ContextB,1,0,8.88,0,0
Exp1,13,Brief,ContextB,2,8.88,2.11,0,0
Exp1,13,Brief,ContextB,3,10.99,4.47,0,0
Exp1,13,Brief,ContextB,4,15.46,5.26,0,0
Exp1,13,Brief,ContextB,5,20.72,11.37,0,0
Exp1,13,Brief,ContextB,6,32.09,4,0,0
Exp1,13,Brief,ContextB,7,36.09,1.44,0,0
Exp1,13,Brief,ContextB,8,37.53,2.15,0,0
Exp1,13,Brief,ContextB,9,39.68,0.5,0,0
Exp1,13,Brief,ContextB,10,40.18,2.02,0,0
Exp1,13,Brief,ContextB,11,42.2,11.5,0,0
Exp1,13,Brief,ContextB,12,53.7,6.06,0,0
Exp1,13,Brief,ContextB,13,59.76,16.16,0,0
Exp1,13,Brief,ContextB,14,75.92,2.84,0,0
Exp1,13,Brief,ContextB,15,78.76,1.98,0,0
Exp1,13,Brief,ContextB,16,80.74,1.47,0,0
Exp1,13,Brief,ContextB,17,82.21,0.59,0,0
Exp1,13,Brief,ContextB,18,82.8,1.32,0,0
Exp1,13,Brief,ContextB,19,84.12,6.91,0,0
Exp1,13,Brief,ContextB,20,91.03,0.35,0,0
Exp1,13,Brief,ContextB,21,91.38,13.87,0,0
Exp1,13,Brief,ContextB,22,105.25,1.52,0,0
Exp1,13,Brief,ContextB,23,106.77,0.57,0,0
Exp1,13,Brief,ContextB,24,107.34,8.83,0,0
Exp1,13,Brief,ContextB,25,116.17,8.52,0,0
Exp1,13,Brief,ContextB,26,124.69,0.43,0,0
Exp1,13,Brief,ContextB,27,125.12,0.27,0,0
Exp1,13,Brief,ContextB,28,125.39,1.9,0,0
Exp1,13,Brief,ContextB,29,127.29,1.55,0,0
Exp1,13,Brief,ContextB,30,128.84,5.05,0,0
Exp1,13,Brief,ContextB,31,133.89,2.15,0,0
Exp1,13,Brief,ContextB,32,136.04,2.94,0,0
Exp1,13,Brief,ContextB,33,138.98,12.17,0,0
Exp1,13,Brief,ContextB,34,151.15,0.99,0,0
Exp1,13,Brief,ContextB,35,152.14,2.88,0,0
Exp1,13,Brief,ContextB,36,155.02,10.64,0,0
Exp1,13,Brief,ContextB,37,165.66,0.48,0,0
Exp1,13,Brief,ContextB,38,166.14,0.75,0,0
Exp1,13,Brief,ContextB,39,166.89,5.5,0,0
Exp1,13,Brief,ContextB,40,172.39,1.59,0,0
Exp1,13,Brief,ContextB,41,173.98,22.46,0,0
Exp1,13,Brief,ContextB,42,196.44,6.19,0,0
Exp1,13,Brief,ContextB,43,202.63,7.4,0,0
Exp1,13,Brief,ContextB,44,210.03,4.32,0,0
Exp1,13,Brief,ContextB,45,214.35,0.91,0,0
Exp1,13,Brief,ContextB,46,215.26,0.86,0,0
Exp1,13,Brief,ContextB,47,216.12,1.52,0,0
Exp1,13,Brief,ContextB,48,217.64,2.02,0,0
Exp1,13,Brief,ContextB,49,219.66,2.23,0,0
Exp1,13,Brief,ContextB,50,221.89,4.26,0,0
Exp1,13,Brief,ContextB,51,226.15,26.83,0,0
Exp1,13,Brief,ContextB,52,252.98,4.96,0,0
Exp1,13,Brief,ContextB,53,257.94,10.27,0,0
Exp1,13,Brief,ContextB,54,268.21,11.14,0,0
Exp1,13,Brief,ContextB,55,279.35,4.95,0,0
Exp1,13,Brief,ContextB,56,284.3,16.71,0,0
Exp1,13,Brief,ContextB,57,301.01,0.37,0,0
Exp1,13,Brief,ContextB,58,301.38,0.1,0,0
Exp1,13,Brief,ContextB,59,301.48,0.37,0,0
Exp1,13,Brief,ContextB,60,301.85,4.54,0,0
Exp1,13,Brief,ContextB,61,306.39,6.56,0,0
Exp1,13,Brief,ContextB,62,312.95,9.32,0,0
Exp1,13,Brief,ContextB,63,322.27,2.2,0,0
Exp1,13,Brief,ContextB,64,324.47,0.55,0,0
Exp1,13,Brief,ContextB,65,325.02,1.56,0,0
Exp1,13,Brief,ContextB,66,326.58,9.31,0,0
Exp1,13,Brief,ContextB,67,335.89,11.75,0,0
Exp1,13,Brief,ContextB,68,347.64,5.7,0,0
Exp1,13,Brief,ContextB,69,353.34,10.84,0,0
Exp1,13,Brief,ContextB,70,364.18,1.11,0,0
Exp1,13,Brief,ContextB,71,365.29,4.76,0,0
Exp1,13,Brief,ContextB,72,370.05,20.61,0,0
Exp1,13,Brief,ContextB,73,390.66,8.8,0,0
Exp1,13,Brief,ContextB,74,399.46,3.62,0,0
Exp1,13,Brief,ContextB,75,403.08,0.39,0,0
Exp1,13,Brief,ContextB,76,403.47,11.15,0,0
Exp1,13,Brief,ContextB,77,414.62,0.4,0,0
Exp1,13,Brief,ContextB,78,415.02,1.27,0,0
Exp1,13,Brief,ContextB,79,416.29,0.78,0,0
Exp1,13,Brief,ContextB,80,417.07,7.34,0,0
Exp1,13,Brief,ContextB,81,424.41,1.16,0,0
Exp1,13,Brief,ContextB,82,425.57,9.5,0,0
Exp1,13,Brief,ContextB,83,435.07,29.72,0,0
Exp1,13,Brief,ContextB,84,464.79,2.93,0,0
Exp1,13,Brief,ContextB,85,467.72,0.22,0,0
Exp1,13,Brief,ContextB,86,467.94,0.92,0,0
Exp1,13,Brief,ContextB,87,468.86,2.41,0,0
Exp1,13,Brief,ContextB,88,471.27,1.23,0,0
Exp1,13,Brief,ContextB,89,472.5,3.12,0,0
Exp1,13,Brief,ContextB,90,475.62,3.46,0,0
Exp1,13,Brief,ContextB,91,479.08,5.14,0,0
Exp1,13,Brief,ContextB,92,484.22,10.38,0,0
Exp1,13,Brief,ContextB,93,494.6,11.45,0,0
Exp1,13,Brief,ContextB,94,506.05,21.64,0,0
Exp1,13,Brief,ContextB,95,527.69,3.87,0,0
Exp1,13,Brief,ContextB,96,531.56,18.11,0,0
Exp1,13,Brief,ContextB,97,549.67,0.57,0,0
Exp1,13,Brief,ContextB,98,550.24,2.85,0,0
Exp1,13,Brief,ContextB,99,553.09,8.64,0,0
Exp1,13,Brief,ContextB,100,561.73,38.27,0,1
Exp1,14,Brief,ContextB,1,0,1.7,0,0
Exp1,14,Brief,ContextB,2,1.7,1.91,0,0
Exp1,14,Brief,ContextB,3,3.61,4.41,0,0
Exp1,14,Brief,ContextB,4,8.02,5.52,0,0
Exp1,14,Brief,ContextB,5,13.54,4.14,0,0
Exp1,14,Brief,ContextB,6,17.68,2.81,0,0
Exp1,14,Brief,ContextB,7,20.49,11.8,0,0
Exp1,14,Brief,ContextB,8,32.29,12.46,0,0
Exp1,14,Brief,ContextB,9,44.75,2.42,0,0
Exp1,14,Brief,ContextB,10,47.17,13.52,0,0
Exp1,14,Brief,ContextB,11,60.69,0.42,0,0
Exp1,14,Brief,ContextB,12,61.11,2.39,0,0
Exp1,14,Brief,ContextB,13,63.5,1,0,0
Exp1,14,Brief,ContextB,14,64.5,12.74,0,0
Exp1,14,Brief,ContextB,15,77.24,14.82,0,0
Exp1,14,Brief,ContextB,16,92.06,0.49,0,0
Exp1,14,Brief,ContextB,17,92.55,1.57,0,0
Exp1,14,Brief,ContextB,18,94.12,27.71,0,0
Exp1,14,Brief,ContextB,19,121.83,6.66,0,0
Exp1,14,Brief,ContextB,20,128.49,16.28,0,0
Exp1,14,Brief,ContextB,21,144.77,1.82,0,0
Exp1,14,Brief,ContextB,22,146.59,6.47,0,0
Exp1,14,Brief,ContextB,23,153.06,8.44,0,0
Exp1,14,Brief,ContextB,24,161.5,10.44,0,0
Exp1,14,Brief,ContextB,25,171.94,2.19,0,0
Exp1,14,Brief,ContextB,26,174.13,14.05,0,0
Exp1,14,Brief,ContextB,27,188.18,8.43,0,0
Exp1,14,Brief,ContextB,28,196.61,14.04,0,0
Exp1,14,Brief,ContextB,29,210.65,7.09,0,0
Exp1,14,Brief,ContextB,30,217.74,0.7,0,0
Exp1,14,Brief,ContextB,31,218.44,4.33,0,0
Exp1,14,Brief,ContextB,32,222.77,18.2,0,0
Exp1,14,Brief,ContextB,33,240.97,20.58,0,0
Exp1,14,Brief,ContextB,34,261.55,9.05,0,0
Exp1,14,Brief,ContextB,35,270.6,4.1,0,0
Exp1,14,Brief,ContextB,36,274.7,2.88,0,0
Exp1,14,Brief,ContextB,37,277.58,5.54,0,0
Exp1,14,Brief,ContextB,38,283.12,24.06,0,0
Exp1,14,Brief,ContextB,39,307.18,21.11,0,0
Exp1,14,Brief,ContextB,40,328.29,2.46,0,0
Exp1,14,Brief,ContextB,41,330.75,22.4,0,0
Exp1,14,Brief,ContextB,42,353.15,13.31,0,0
Exp1,14,Brief,ContextB,43,366.46,5.77,0,0
Exp1,14,Brief,ContextB,44,372.23,5.45,0,0
Exp1,14,Brief,ContextB,45,377.68,3.27,0,0
Exp1,14,Brief,ContextB,46,380.95,3.22,0,0
Exp1,14,Brief,ContextB,47,384.17,27.08,0,0
Exp1,14,Brief,ContextB,48,411.25,1.65,0,0
Exp1,14,Brief,ContextB,49,412.9,16.72,0,0
Exp1,14,Brief,ContextB,50,429.62,1.51,0,0
Exp1,14,Brief,ContextB,51,431.13,3.59,0,0
Exp1,14,Brief,ContextB,52,434.72,2.67,0,0
Exp1,14,Brief,ContextB,53,437.39,3.86,0,0
Exp1,14,Brief,ContextB,54,441.25,8.6,0,0
Exp1,14,Brief,ContextB,55,449.85,3.53,0,0
Exp1,14,Brief,ContextB,56,453.38,3.67,0,0
Exp1,14,Brief,ContextB,57,457.05,8.62,0,0
Exp1,14,Brief,ContextB,58,465.67,2.3,0,0
Exp1,14,Brief,ContextB,59,467.97,21.41,0,0
Exp1,14,Brief,ContextB,60,489.38,1.29,0,0
Exp1,14,Brief,ContextB,61,490.67,23.33,0,0
Exp1,14,Brief,ContextB,62,514,0.89,0,0
Exp1,14,Brief,ContextB,63,514.89,7.04,0,0
Exp1,14,Brief,ContextB,64,521.93,4.01,0,0
Exp1,14,Brief,ContextB,65,525.94,2.9,0,0
Exp1,14,Brief,ContextB,66,528.84,37.8,0,0
Exp1,14,Brief,ContextB,67,566.64,9.82,0,0
Exp1,14,Brief,ContextB,68,576.46,2.77,0,0
Exp1,14,Brief,ContextB,69,579.23,6.38,0,0
Exp1,14,Brief,ContextB,70,585.61,0.26,0,0
Exp1,14,Brief,ContextB,71,585.87,2.93,0,0
Exp1,14,Brief,ContextB,72,588.8,4.3,0,0
Exp1,14,Brief,ContextB,73,593.1,6.9,0,1
Exp1,15,Brief,ContextB,1,0,9.9,0,0
Exp1,15,Brief,ContextB,2,9.9,3.18,0,0
Exp1,15,Brief,ContextB,3,13.08,1.92,0,0
Exp1,15,Brief,ContextB,4,15,1.6,0,0
Exp1,15,Brief,ContextB,5,16.6,1.8,0,0
Exp1,15,Brief,ContextB,6,18.4,0.97,0,0
Exp1,15,Brief,ContextB,7,19.37,5.52,0,0
Exp1,15,Brief,ContextB,8,24.89,1.16,0,0
Exp1,15,Brief,ContextB,9,26.05,0.59,0,0
Exp1,15,Brief,ContextB,10,26.64,1.07,0,0
Exp1,15,Brief,ContextB,11,27.71,2.15,0,0
Exp1,15,Brief,ContextB,12,29.86,2.13,0,0
Exp1,15,Brief,ContextB,13,31.99,2.68,0,0
Exp1,15,Brief,ContextB,14,34.67,0.1,0,0
Exp1,15,Brief,ContextB,15,34.77,19.62,0,0
Exp1,15,Brief,ContextB,16,54.39,4.09,0,0
Exp1,15,Brief,ContextB,17,58.48,0.18,0,0
Exp1,15,Brief,ContextB,18,58.66,2.03,0,0
Exp1,15,Brief,ContextB,19,60.69,2.57,0,0
Exp1,15,Brief,ContextB,20,63.26,2.44,0,0
Exp1,15,Brief,ContextB,21,65.7,0.47,0,0
Exp1,15,Brief,ContextB,22,66.17,0.64,0,0
Exp1,15,Brief,ContextB,23,66.81,31.56,0,0
Exp1,15,Brief,ContextB,24,98.37,2.33,0,0
Exp1,15,Brief,ContextB,25,100.7,0.28,0,0
Exp1,15,Brief,ContextB,26,100.98,0.28,0,0
Exp1,15,Brief,ContextB,27,101.26,2.43,0,0
Exp1,15,Brief,ContextB,28,103.69,1.76,0,0
Exp1,15,Brief,ContextB,29,105.45,77.97,0,0
Exp1,15,Brief,ContextB,30,183.42,5.56,0,0
Exp1,15,Brief,ContextB,31,188.98,0.16,0,0
Exp1,15,Brief,ContextB,32,189.14,0.68,0,0
Exp1,15,Brief,ContextB,33,189.82,0.29,0,0
Exp1,15,Brief,ContextB,34,190.11,0.76,0,0
Exp1,15,Brief,ContextB,35,190.87,0.25,0,0
Exp1,15,Brief,ContextB,36,191.12,0.5,0,0
Exp1,15,Brief,ContextB,37,191.62,0.2,0,0
Exp1,15,Brief,ContextB,38,191.82,0.6,0,0
Exp1,15,Brief,ContextB,39,192.42,1.05,0,0
Exp1,15,Brief,ContextB,40,193.47,0.17,0,0
Exp1,15,Brief,ContextB,41,193.64,0.39,0,0
Exp1,15,Brief,ContextB,42,194.03,42.94,0,0
Exp1,15,Brief,ContextB,43,236.97,0.15,0,0
Exp1,15,Brief,ContextB,44,237.12,10.57,0,0
Exp1,15,Brief,ContextB,45,247.69,0.14,0,0
Exp1,15,Brief,ContextB,46,247.83,0.94,0,0
Exp1,15,Brief,ContextB,47,248.77,3.15,0,0
Exp1,15,Brief,ContextB,48,251.92,0.98,0,0
Exp1,15,Brief,ContextB,49,252.9,3.29,0,0
Exp1,15,Brief,ContextB,50,256.19,0.77,0,0
Exp1,15,Brief,ContextB,51,256.96,0.19,0,0
Exp1,15,Brief,ContextB,52,257.15,91.48,0,0
Exp1,15,Brief,ContextB,53,348.63,6.78,0,0
Exp1,15,Brief,ContextB,54,355.41,1.46,0,0
Exp1,15,Brief,ContextB,55,356.87,1.09,0,0
Exp1,15,Brief,ContextB,56,357.96,0.18,0,0
Exp1,15,Brief,ContextB,57,358.14,0.58,0,0
Exp1,15,Brief,ContextB,58,358.72,0.66,0,0
Exp1,15,Brief,ContextB,59,359.38,0.6,0,0
Exp1,15,Brief,ContextB,60,359.98,4.29,0,0
Exp1,15,Brief,ContextB,61,364.27,0.42,0,0
Exp1,15,Brief,ContextB,62,364.69,0.23,0,0
Exp1,15,Brief,ContextB,63,364.92,190.77,0,0
Exp1,15,Brief,ContextB,64,555.69,1.56,0,0
Exp1,15,Brief,ContextB,65,557.25,4.12,0,0
Exp1,15,Brief,ContextB,66,561.37,1.15,0,0
Exp1,15,Brief,ContextB,67,562.52,5.26,0,0
Exp1,15,Brief,ContextB,68,567.78,0.28,0,0
Exp1,15,Brief,ContextB,69,568.06,0.2,0,0
Exp1,15,Brief,ContextB,70,568.26,0.14,0,0
Exp1,15,Brief,ContextB,71,568.4,0.21,0,0
Exp1,15,Brief,ContextB,72,568.61,0.37,0,0
Exp1,15,Brief,ContextB,73,568.98,0.2,0,0
Exp1,15,Brief,ContextB,74,569.18,0.77,0,0
Exp1,15,Brief,ContextB,75,569.95,0.18,0,0
Exp1,15,Brief,ContextB,76,570.13,0.15,0,0
Exp1,15,Brief,ContextB,77,570.28,4.89,0,0
Exp1,15,Brief,ContextB,78,575.17,0.23,0,0
Exp1,15,Brief,ContextB,79,575.4,4.86,0,0
Exp1,15,Brief,ContextB,80,580.26,0.81,0,0
Exp1,15,Brief,ContextB,81,581.07,0.35,0,0
Exp1,15,Brief,ContextB,82,581.42,0.9,0,0
Exp1,15,Brief,ContextB,83,582.32,8.65,0,0
Exp1,15,Brief,ContextB,84,590.97,9.03,0,1
Exp1,16,Brief,ContextB,1,0,13.53,0,0
Exp1,16,Brief,ContextB,2,13.53,20,0,0
Exp1,16,Brief,ContextB,3,33.53,16.32,0,0
Exp1,16,Brief,ContextB,4,49.85,0.6,0,0
Exp1,16,Brief,ContextB,5,50.45,0.55,0,0
Exp1,16,Brief,ContextB,6,51,1.22,0,0
Exp1,16,Brief,ContextB,7,52.22,0.6,0,0
Exp1,16,Brief,ContextB,8,52.82,1.73,0,0
Exp1,16,Brief,ContextB,9,54.55,2.47,0,0
Exp1,16,Brief,ContextB,10,57.02,2.54,0,0
Exp1,16,Brief,ContextB,11,59.56,2.1,0,0
Exp1,16,Brief,ContextB,12,61.66,16.15,0,0
Exp1,16,Brief,ContextB,13,77.81,0.99,0,0
Exp1,16,Brief,ContextB,14,78.8,0.38,0,0
Exp1,16,Brief,ContextB,15,79.18,1.13,0,0
Exp1,16,Brief,ContextB,16,80.31,14.57,0,0
Exp1,16,Brief,ContextB,17,94.88,31.01,0,0
Exp1,16,Brief,ContextB,18,125.89,0.67,0,0
Exp1,16,Brief,ContextB,19,126.56,1.12,0,0
Exp1,16,Brief,ContextB,20,127.68,1.28,0,0
Exp1,16,Brief,ContextB,21,128.96,25.04,0,0
Exp1,16,Brief,ContextB,22,154,14.38,0,0
Exp1,16,Brief,ContextB,23,168.38,5.02,0,0
Exp1,16,Brief,ContextB,24,173.4,21.62,0,0
Exp1,16,Brief,ContextB,25,195.02,2.83,0,0
Exp1,16,Brief,ContextB,26,197.85,45.21,0,0
Exp1,16,Brief,ContextB,27,243.06,6.94,0,0
Exp1,16,Brief,ContextB,28,250,29.36,0,0
Exp1,16,Brief,ContextB,29,279.36,1.23,0,0
Exp1,16,Brief,ContextB,30,280.59,0.46,0,0
Exp1,16,Brief,ContextB,31,281.05,0.7,0,0
Exp1,16,Brief,ContextB,32,281.75,75.86,0,0
