subject,analyze,Condition,Session,response_n,irt_n,StartTimeOfResponse,IRT,rnf_in_IRI,ReinforcerCutOFF
16,include,noUnpaired,Test,64,63,337.03,0.39,0,0
16,include,noUnpaired,Test,65,64,347.38,10.35,0,0
16,include,noUnpaired,Test,66,65,347.94,0.56,0,0
16,include,noUnpaired,Test,67,66,348.17,0.23,0,0
16,include,noUnpaired,Test,68,67,348.68,0.51,0,0
16,include,noUnpaired,Test,69,68,348.93,0.25,0,0
16,include,noUnpaired,Test,70,69,349.45,0.52,0,0
16,include,noUnpaired,Test,71,70,392.68,43.23,0,0
16,include,noUnpaired,Test,72,71,393.09,0.41,0,0
16,include,noUnpaired,Test,73,72,393.41,0.32,0,0
16,include,noUnpaired,Test,74,73,393.81,0.4,0,0
16,include,noUnpaired,Test,75,74,394.56,0.75,0,0
16,include,noUnpaired,Test,76,75,394.97,0.41,0,0
16,include,noUnpaired,Test,77,76,395.25,0.28,0,0
16,include,noUnpaired,Test,78,77,417.7,22.45,0,0
16,include,noUnpaired,Test,79,78,417.86,0.16,0,0
16,include,noUnpaired,Test,80,79,418.2,0.34,0,0
16,include,noUnpaired,Test,81,80,418.32,0.12,0,0
16,include,noUnpaired,Test,82,81,418.88,0.56,0,0
16,include,noUnpaired,Test,83,82,419.49,0.61,0,0
16,include,noUnpaired,Test,84,83,421.01,1.52,0,0
16,include,noUnpaired,Test,85,84,422.35,1.34,0,0
16,include,noUnpaired,Test,86,85,424,1.65,0,0
16,include,noUnpaired,Test,87,86,424.15,0.15,0,0
16,include,noUnpaired,Test,88,87,428.53,4.38,0,0
16,include,noUnpaired,Test,89,88,454.41,25.88,0,0
16,include,noUnpaired,Test,90,89,454.72,0.31,0,0
16,include,noUnpaired,Test,91,90,454.83,0.11,0,0
16,include,noUnpaired,Test,92,91,455.27,0.44,0,0
16,include,noUnpaired,Test,93,92,457.26,1.99,0,0
16,include,noUnpaired,Test,94,93,457.58,0.32,0,0
16,include,noUnpaired,Test,95,94,457.8,0.22,0,0
16,include,noUnpaired,Test,96,95,458.1,0.3,0,0
16,include,noUnpaired,Test,97,96,461.63,3.53,0,0
16,include,noUnpaired,Test,98,97,462.34,0.71,0,0
16,include,noUnpaired,Test,99,98,462.91,0.57,0,0
16,include,noUnpaired,Test,100,99,464.25,1.34,0,0
16,include,noUnpaired,Test,101,100,465.9,1.65,0,0
16,include,noUnpaired,Test,102,101,525.17,59.27,0,0
16,include,noUnpaired,Test,103,102,548.5,23.33,0,0
16,include,noUnpaired,Test,104,103,548.93,0.43,0,0
16,include,noUnpaired,Test,105,104,551.32,2.39,0,0
16,include,noUnpaired,Test,106,105,551.7,0.38,0,0
16,include,noUnpaired,Test,107,106,555.61,3.91,0,0
16,include,noUnpaired,Test,108,107,555.94,0.33,0,0
16,include,noUnpaired,Test,109,108,556.3,0.36,0,0
16,include,noUnpaired,Test,110,109,556.44,0.14,0,0
16,include,noUnpaired,Test,111,110,593.62,37.18,0,0
16,include,noUnpaired,Test,112,111,593.99,0.37,0,0
16,include,noUnpaired,Test,113,112,594.43,0.44,0,0
16,include,noUnpaired,Test,113,113,594.43,5.57,0,1
24,include,pfUnpaired,Test,1,0,1.61,0,0,0
24,include,pfUnpaired,Test,2,1,3.7,2.09,0,0
24,include,pfUnpaired,Test,3,2,4.29,0.59,0,0
24,include,pfUnpaired,Test,4,3,4.57,0.28,0,0
24,include,pfUnpaired,Test,5,4,5.56,0.99,0,0
24,include,pfUnpaired,Test,6,5,7.73,2.17,0,0
24,include,pfUnpaired,Test,7,6,8.49,0.76,0,0
24,include,pfUnpaired,Test,8,7,8.71,0.22,0,0
24,include,pfUnpaired,Test,9,8,10.45,1.74,0,0
24,include,pfUnpaired,Test,10,9,11.85,1.4,0,0
24,include,pfUnpaired,Test,11,10,26.35,14.5,0,0
24,include,pfUnpaired,Test,12,11,34.68,8.33,0,0
24,include,pfUnpaired,Test,13,12,36.36,1.68,0,0
24,include,pfUnpaired,Test,14,13,39,2.64,0,0
24,include,pfUnpaired,Test,15,14,39.57,0.57,0,0
24,include,pfUnpaired,Test,16,15,66.73,27.16,0,0
24,include,pfUnpaired,Test,17,16,67.1,0.37,0,0
24,include,pfUnpaired,Test,18,17,70.36,3.26,0,0
24,include,pfUnpaired,Test,19,18,73.29,2.93,0,0
24,include,pfUnpaired,Test,20,19,74.02,0.73,0,0
24,include,pfUnpaired,Test,21,20,74.24,0.22,0,0
24,include,pfUnpaired,Test,22,21,78.53,4.29,0,0
24,include,pfUnpaired,Test,23,22,78.87,0.34,0,0
24,include,pfUnpaired,Test,24,23,83.06,4.19,0,0
24,include,pfUnpaired,Test,25,24,100.47,17.41,0,0
24,include,pfUnpaired,Test,26,25,101.73,1.26,0,0
24,include,pfUnpaired,Test,27,26,193.58,91.85,0,0
24,include,pfUnpaired,Test,28,27,194.17,0.59,0,0
24,include,pfUnpaired,Test,29,28,194.56,0.39,0,0
24,include,pfUnpaired,Test,30,29,196,1.44,0,0
24,include,pfUnpaired,Test,31,30,197.27,1.27,0,0
24,include,pfUnpaired,Test,32,31,198,0.73,0,0
24,include,pfUnpaired,Test,33,32,199.05,1.05,0,0
24,include,pfUnpaired,Test,34,33,201.09,2.04,0,0
24,include,pfUnpaired,Test,35,34,201.61,0.52,0,0
24,include,pfUnpaired,Test,36,35,215.89,14.28,0,0
24,include,pfUnpaired,Test,37,36,220.73,4.84,0,0
24,include,pfUnpaired,Test,38,37,221.41,0.68,0,0
24,include,pfUnpaired,Test,39,38,222.03,0.62,0,0
24,include,pfUnpaired,Test,40,39,239.78,17.75,0,0
24,include,pfUnpaired,Test,41,40,240.99,1.21,0,0
24,include,pfUnpaired,Test,42,41,243.6,2.61,0,0
24,include,pfUnpaired,Test,43,42,244.61,1.01,0,0
24,include,pfUnpaired,Test,44,43,247.04,2.43,0,0
24,include,pfUnpaired,Test,45,44,247.48,0.44,0,0
24,include,pfUnpaired,Test,46,45,247.65,0.17,0,0
24,include,pfUnpaired,Test,47,46,251.69,4.04,0,0
24,include,pfUnpaired,Test,48,47,253.36,1.67,0,0
24,include,pfUnpaired,Test,49,48,254.68,1.32,0,0
24,include,pfUnpaired,Test,50,49,257.57,2.89,0,0
24,include,pfUnpaired,Test,51,50,262.55,4.98,0,0
24,include,pfUnpaired,Test,52,51,280.84,18.29,0,0
24,include,pfUnpaired,Test,53,52,294.12,13.28,0,0
24,include,pfUnpaired,Test,54,53,325.11,30.99,0,0
24,include,pfUnpaired,Test,55,54,337.1,11.99,0,0
24,include,pfUnpaired,Test,56,55,345.35,8.25,0,0
24,include,pfUnpaired,Test,57,56,346.05,0.7,0,0
24,include,pfUnpaired,Test,58,57,368.59,22.54,0,0
24,include,pfUnpaired,Test,59,58,370.22,1.63,0,0
24,include,pfUnpaired,Test,60,59,370.84,0.62,0,0
24,include,pfUnpaired,Test,61,60,380.57,9.73,0,0
24,include,pfUnpaired,Test,62,61,402.59,22.02,0,0
24,include,pfUnpaired,Test,63,62,426.96,24.37,0,0
24,include,pfUnpaired,Test,64,63,427.19,0.23,0,0
24,include,pfUnpaired,Test,65,64,507.03,79.84,0,0
24,include,pfUnpaired,Test,66,65,514.21,7.18,0,0
24,include,pfUnpaired,Test,67,66,541.51,27.3,0,0
24,include,pfUnpaired,Test,68,67,542.8,1.29,0,0
24,include,pfUnpaired,Test,69,68,555.11,12.31,0,0
24,include,pfUnpaired,Test,70,69,556.46,1.35,0,0
24,include,pfUnpaired,Test,71,70,570.79,14.33,0,0
24,include,pfUnpaired,Test,72,71,578.73,7.94,0,0
24,include,pfUnpaired,Test,73,72,581.46,2.73,0,0
24,include,pfUnpaired,Test,73,73,581.46,18.54,0,1
32,exclude,noPaired,Test,1,0,2.66,0,0,0
32,exclude,noPaired,Test,2,1,3.73,1.07,0,0
32,exclude,noPaired,Test,3,2,4.16,0.43,0,0
32,exclude,noPaired,Test,4,3,4.43,0.27,0,0
32,exclude,noPaired,Test,5,4,4.61,0.18,0,0
32,exclude,noPaired,Test,6,5,35.47,30.86,0,0
32,exclude,noPaired,Test,7,6,35.88,0.41,0,0
32,exclude,noPaired,Test,8,7,87.87,51.99,0,0
32,exclude,noPaired,Test,9,8,88.18,0.31,0,0
32,exclude,noPaired,Test,10,9,117.58,29.4,0,0
32,exclude,noPaired,Test,11,10,121.42,3.84,0,0
32,exclude,noPaired,Test,12,11,121.86,0.44,0,0
32,exclude,noPaired,Test,13,12,143.13,21.27,0,0
32,exclude,noPaired,Test,14,13,143.48,0.35,0,0
32,exclude,noPaired,Test,15,14,145.45,1.97,0,0
32,exclude,noPaired,Test,16,15,171.91,26.46,0,0
32,exclude,noPaired,Test,17,16,222.18,50.27,0,0
32,exclude,noPaired,Test,18,17,222.51,0.33,0,0
32,exclude,noPaired,Test,19,18,223.93,1.42,0,0
32,exclude,noPaired,Test,20,19,224.52,0.59,0,0
32,exclude,noPaired,Test,21,20,253.24,28.72,0,0
32,exclude,noPaired,Test,22,21,274.69,21.45,0,0
32,exclude,noPaired,Test,23,22,275.08,0.39,0,0
32,exclude,noPaired,Test,24,23,277.14,2.06,0,0
32,exclude,noPaired,Test,25,24,277.44,0.3,0,0
32,exclude,noPaired,Test,26,25,277.87,0.43,0,0
32,exclude,noPaired,Test,27,26,278.5,0.63,0,0
32,exclude,noPaired,Test,28,27,329.56,51.06,0,0
32,exclude,noPaired,Test,29,28,362.7,33.14,0,0
32,exclude,noPaired,Test,30,29,393.55,30.85,0,0
32,exclude,noPaired,Test,31,30,430.17,36.62,0,0
32,exclude,noPaired,Test,32,31,431.07,0.9,0,0
32,exclude,noPaired,Test,33,32,445.77,14.7,0,0
32,exclude,noPaired,Test,34,33,464.65,18.88,0,0
32,exclude,noPaired,Test,35,34,468.91,4.26,0,0
32,exclude,noPaired,Test,36,35,469.37,0.46,0,0
32,exclude,noPaired,Test,37,36,577.52,108.15,0,0
32,exclude,noPaired,Test,37,37,577.52,22.48,0,1
