subject,analyze,Condition,Session,response_n,irt_n,StartTimeOfResponse,IRT,rnf_in_IRI,ReinforcerCutOFF
6,include,pfUnpaired,Test,239,238,185.94,0.5,0,0
6,include,pfUnpaired,Test,240,239,186.53,0.59,0,0
6,include,pfUnpaired,Test,241,240,186.84,0.31,0,0
6,include,pfUnpaired,Test,242,241,187.77,0.93,0,0
6,include,pfUnpaired,Test,243,242,189.58,1.81,0,0
6,include,pfUnpaired,Test,244,243,190.85,1.27,0,0
6,include,pfUnpaired,Test,245,244,191.73,0.88,0,0
6,include,pfUnpaired,Test,246,245,192.14,0.41,0,0
6,include,pfUnpaired,Test,247,246,192.5,0.36,0,0
6,include,pfUnpaired,Test,248,247,193.37,0.87,0,0
6,include,pfUnpaired,Test,249,248,193.53,0.16,0,0
6,include,pfUnpaired,Test,250,249,194.12,0.59,0,0
6,include,pfUnpaired,Test,251,250,194.5,0.38,0,0
6,include,pfUnpaired,Test,252,251,195.08,0.58,0,0
6,include,pfUnpaired,Test,253,252,195.23,0.15,0,0
6,include,pfUnpaired,Test,254,253,195.75,0.52,0,0
6,include,pfUnpaired,Test,255,254,195.92,0.17,0,0
6,include,pfUnpaired,Test,256,255,196.67,0.75,0,0
6,include,pfUnpaired,Test,257,256,197.06,0.39,0,0
6,include,pfUnpaired,Test,258,257,205.92,8.86,0,0
6,include,pfUnpaired,Test,259,258,206.4,0.48,0,0
6,include,pfUnpaired,Test,260,259,207.12,0.72,0,0
6,include,pfUnpaired,Test,261,260,207.72,0.6,0,0
6,include,pfUnpaired,Test,262,261,208.4,0.68,0,0
6,include,pfUnpaired,Test,263,262,208.87,0.47,0,0
6,include,pfUnpaired,Test,264,263,209.65,0.78,0,0
6,include,pfUnpaired,Test,265,264,212.96,3.31,0,0
6,include,pfUnpaired,Test,266,265,213.46,0.5,0,0
6,include,pfUnpaired,Test,267,266,214.38,0.92,0,0
6,include,pfUnpaired,Test,268,267,214.8,0.42,0,0
6,include,pfUnpaired,Test,269,268,215.01,0.21,0,0
6,include,pfUnpaired,Test,270,269,215.4,0.39,0,0
6,include,pfUnpaired,Test,271,270,216.07,0.67,0,0
6,include,pfUnpaired,Test,272,271,216.26,0.19,0,0
6,include,pfUnpaired,Test,273,272,217.24,0.98,0,0
6,include,pfUnpaired,Test,274,273,217.9,0.66,0,0
6,include,pfUnpaired,Test,275,274,218.73,0.83,0,0
6,include,pfUnpaired,Test,276,275,238.73,20,0,0
6,include,pfUnpaired,Test,277,276,296.62,57.89,0,0
6,include,pfUnpaired,Test,278,277,296.99,0.37,0,0
6,include,pfUnpaired,Test,279,278,297.68,0.69,0,0
6,include,pfUnpaired,Test,280,279,298.16,0.48,0,0
6,include,pfUnpaired,Test,281,280,298.66,0.5,0,0
6,include,pfUnpaired,Test,282,281,298.91,0.25,0,0
6,include,pfUnpaired,Test,283,282,300.96,2.05,0,0
6,include,pfUnpaired,Test,284,283,301.33,0.37,0,0
6,include,pfUnpaired,Test,285,284,301.67,0.34,0,0
6,include,pfUnpaired,Test,286,285,302.25,0.58,0,0
6,include,pfUnpaired,Test,287,286,302.72,0.47,0,0
6,include,pfUnpaired,Test,288,287,303.21,0.49,0,0
6,include,pfUnpaired,Test,289,288,303.66,0.45,0,0
6,include,pfUnpaired,Test,290,289,304.36,0.7,0,0
6,include,pfUnpaired,Test,291,290,304.52,0.16,0,0
6,include,pfUnpaired,Test,292,291,305.01,0.49,0,0
6,include,pfUnpaired,Test,293,292,305.15,0.14,0,0
6,include,pfUnpaired,Test,294,293,305.35,0.2,0,0
6,include,pfUnpaired,Test,295,294,305.52,0.17,0,0
6,include,pfUnpaired,Test,296,295,306.68,1.16,0,0
6,include,pfUnpaired,Test,297,296,306.91,0.23,0,0
6,include,pfUnpaired,Test,298,297,307.7,0.79,0,0
6,include,pfUnpaired,Test,299,298,308.1,0.4,0,0
6,include,pfUnpaired,Test,300,299,309.11,1.01,0,0
6,include,pfUnpaired,Test,301,300,309.3,0.19,0,0
6,include,pfUnpaired,Test,302,301,309.5,0.2,0,0
6,include,pfUnpaired,Test,303,302,311.2,1.7,0,0
6,include,pfUnpaired,Test,304,303,311.41,0.21,0,0
6,include,pfUnpaired,Test,305,304,311.65,0.24,0,0
6,include,pfUnpaired,Test,306,305,312.07,0.42,0,0
6,include,pfUnpaired,Test,307,306,312.3,0.23,0,0
6,include,pfUnpaired,Test,308,307,312.55,0.25,0,0
6,include,pfUnpaired,Test,309,308,313.64,1.09,0,0
6,include,pfUnpaired,Test,310,309,315.58,1.94,0,0
6,include,pfUnpaired,Test,311,310,315.9,0.32,0,0
6,include,pfUnpaired,Test,312,311,316.65,0.75,0,0
6,include,pfUnpaired,Test,313,312,316.87,0.22,0,0
6,include,pfUnpaired,Test,314,313,317.6,0.73,0,0
6,include,pfUnpaired,Test,315,314,318.58,0.98,0,0
6,include,pfUnpaired,Test,316,315,319.14,0.56,0,0
6,include,pfUnpaired,Test,317,316,319.29,0.15,0,0
6,include,pfUnpaired,Test,318,317,320.14,0.85,0,0
6,include,pfUnpaired,Test,319,318,320.45,0.31,0,0
6,include,pfUnpaired,Test,320,319,320.86,0.41,0,0
6,include,pfUnpaired,Test,321,320,321.17,0.31,0,0
6,include,pfUnpaired,Test,322,321,321.55,0.38,0,0
6,include,pfUnpaired,Test,323,322,326.72,5.17,0,0
6,include,pfUnpaired,Test,324,323,328.62,1.9,0,0
6,include,pfUnpaired,Test,325,324,328.86,0.24,0,0
6,include,pfUnpaired,Test,326,325,329.07,0.21,0,0
6,include,pfUnpaired,Test,327,326,329.7,0.63,0,0
6,include,pfUnpaired,Test,328,327,330.68,0.98,0,0
6,include,pfUnpaired,Test,329,328,331.22,0.54,0,0
6,include,pfUnpaired,Test,330,329,332.86,1.64,0,0
6,include,pfUnpaired,Test,331,330,350.14,17.28,0,0
6,include,pfUnpaired,Test,332,331,353.54,3.4,0,0
6,include,pfUnpaired,Test,333,332,353.73,0.19,0,0
6,include,pfUnpaired,Test,334,333,354.02,0.29,0,0
6,include,pfUnpaired,Test,335,334,354.19,0.17,0,0
6,include,pfUnpaired,Test,336,335,389.26,35.07,0,0
6,include,pfUnpaired,Test,337,336,390.16,0.9,0,0
6,include,pfUnpaired,Test,338,337,390.27,0.11,0,0
6,include,pfUnpaired,Test,339,338,392.12,1.85,0,0
6,include,pfUnpaired,Test,340,339,392.54,0.42,0,0
6,include,pfUnpaired,Test,341,340,392.93,0.39,0,0
6,include,pfUnpaired,Test,342,341,393.46,0.53,0,0
6,include,pfUnpaired,Test,343,342,394.14,0.68,0,0
6,include,pfUnpaired,Test,344,343,394.37,0.23,0,0
6,include,pfUnpaired,Test,345,344,395.31,0.94,0,0
6,include,pfUnpaired,Test,346,345,395.87,0.56,0,0
6,include,pfUnpaired,Test,347,346,396.58,0.71,0,0
6,include,pfUnpaired,Test,348,347,397,0.42,0,0
6,include,pfUnpaired,Test,349,348,397.47,0.47,0,0
6,include,pfUnpaired,Test,350,349,397.62,0.15,0,0
6,include,pfUnpaired,Test,351,350,398.73,1.11,0,0
6,include,pfUnpaired,Test,352,351,399.31,0.58,0,0
6,include,pfUnpaired,Test,353,352,399.51,0.2,0,0
6,include,pfUnpaired,Test,354,353,400.16,0.65,0,0
6,include,pfUnpaired,Test,355,354,400.52,0.36,0,0
6,include,pfUnpaired,Test,356,355,400.85,0.33,0,0
6,include,pfUnpaired,Test,357,356,403.79,2.94,0,0
6,include,pfUnpaired,Test,358,357,404.99,1.2,0,0
6,include,pfUnpaired,Test,359,358,405.53,0.54,0,0
6,include,pfUnpaired,Test,360,359,406.02,0.49,0,0
6,include,pfUnpaired,Test,361,360,406.46,0.44,0,0
6,include,pfUnpaired,Test,362,361,406.83,0.37,0,0
6,include,pfUnpaired,Test,363,362,407.11,0.28,0,0
6,include,pfUnpaired,Test,364,363,407.68,0.57,0,0
6,include,pfUnpaired,Test,365,364,407.93,0.25,0,0
6,include,pfUnpaired,Test,366,365,408.31,0.38,0,0
6,include,pfUnpaired,Test,367,366,409.58,1.27,0,0
6,include,pfUnpaired,Test,368,367,410.55,0.97,0,0
6,include,pfUnpaired,Test,369,368,411.36,0.81,0,0
6,include,pfUnpaired,Test,370,369,413.03,1.67,0,0
6,include,pfUnpaired,Test,371,370,413.32,0.29,0,0
6,include,pfUnpaired,Test,372,371,414.32,1,0,0
6,include,pfUnpaired,Test,373,372,414.58,0.26,0,0
6,include,pfUnpaired,Test,374,373,417.11,2.53,0,0
6,include,pfUnpaired,Test,375,374,417.23,0.12,0,0
6,include,pfUnpaired,Test,376,375,418.11,0.88,0,0
6,include,pfUnpaired,Test,377,376,418.52,0.41,0,0
6,include,pfUnpaired,Test,378,377,419.1,0.58,0,0
6,include,pfUnpaired,Test,379,378,419.3,0.2,0,0
6,include,pfUnpaired,Test,380,379,420.08,0.78,0,0
6,include,pfUnpaired,Test,381,380,420.97,0.89,0,0
6,include,pfUnpaired,Test,382,381,454.33,33.36,0,0
6,include,pfUnpaired,Test,383,382,456.9,2.57,0,0
6,include,pfUnpaired,Test,384,383,459.73,2.83,0,0
6,include,pfUnpaired,Test,385,384,460.31,0.58,0,0
6,include,pfUnpaired,Test,386,385,460.63,0.32,0,0
6,include,pfUnpaired,Test,387,386,460.88,0.25,0,0
6,include,pfUnpaired,Test,388,387,461.26,0.38,0,0
6,include,pfUnpaired,Test,389,388,461.59,0.33,0,0
6,include,pfUnpaired,Test,390,389,462.59,1,0,0
6,include,pfUnpaired,Test,391,390,464.06,1.47,0,0
6,include,pfUnpaired,Test,392,391,464.28,0.22,0,0
6,include,pfUnpaired,Test,393,392,464.51,0.23,0,0
6,include,pfUnpaired,Test,394,393,465.2,0.69,0,0
6,include,pfUnpaired,Test,395,394,466.52,1.32,0,0
6,include,pfUnpaired,Test,396,395,467.39,0.87,0,0
6,include,pfUnpaired,Test,397,396,467.74,0.35,0,0
6,include,pfUnpaired,Test,398,397,468.76,1.02,0,0
6,include,pfUnpaired,Test,399,398,469.36,0.6,0,0
6,include,pfUnpaired,Test,400,399,469.75,0.39,0,0
6,include,pfUnpaired,Test,401,400,470.08,0.33,0,0
6,include,pfUnpaired,Test,402,401,470.27,0.19,0,0
6,include,pfUnpaired,Test,403,402,470.67,0.4,0,0
6,include,pfUnpaired,Test,404,403,508.48,37.81,0,0
6,include,pfUnpaired,Test,405,404,509.57,1.09,0,0
6,include,pfUnpaired,Test,406,405,510.63,1.06,0,0
6,include,pfUnpaired,Test,407,406,510.83,0.2,0,0
6,include,pfUnpaired,Test,408,407,511.25,0.42,0,0
6,include,pfUnpaired,Test,409,408,512.43,1.18,0,0
6,include,pfUnpaired,Test,410,409,512.79,0.36,0,0
6,include,pfUnpaired,Test,411,410,513.78,0.99,0,0
6,include,pfUnpaired,Test,412,411,514.02,0.24,0,0
6,include,pfUnpaired,Test,413,412,514.97,0.95,0,0
6,include,pfUnpaired,Test,414,413,515.39,0.42,0,0
6,include,pfUnpaired,Test,415,414,518.66,3.27,0,0
6,include,pfUnpaired,Test,416,415,518.82,0.16,0,0
6,include,pfUnpaired,Test,417,416,524.94,6.12,0,0
6,include,pfUnpaired,Test,418,417,525.6,0.66,0,0
6,include,pfUnpaired,Test,419,418,530.93,5.33,0,0
6,include,pfUnpaired,Test,420,419,560.12,29.19,0,0
6,include,pfUnpaired,Test,421,420,563.11,2.99,0,0
6,include,pfUnpaired,Test,422,421,582.07,18.96,0,0
6,include,pfUnpaired,Test,423,422,584.41,2.34,0,0
6,include,pfUnpaired,Test,424,423,584.66,0.25,0,0
6,include,pfUnpaired,Test,425,424,585.4,0.74,0,0
6,include,pfUnpaired,Test,426,425,585.78,0.38,0,0
6,include,pfUnpaired,Test,427,426,590.01,4.23,0,0
6,include,pfUnpaired,Test,428,427,592.34,2.33,0,0
6,include,pfUnpaired,Test,429,428,599.12,6.78,0,0
6,include,pfUnpaired,Test,429,429,599.12,0.88,0,1
14,exclude,noPaired,Test,1,0,1.41,0,0,0
14,exclude,noPaired,Test,2,1,2.05,0.64,0,0
14,exclude,noPaired,Test,3,2,3.34,1.29,0,0
14,exclude,noPaired,Test,4,3,6.11,2.77,0,0
14,exclude,noPaired,Test,5,4,6.71,0.6,0,0
14,exclude,noPaired,Test,6,5,7,0.29,0,0
14,exclude,noPaired,Test,7,6,8.47,1.47,0,0
14,exclude,noPaired,Test,8,7,12.51,4.04,0,0
14,exclude,noPaired,Test,9,8,12.9,0.39,0,0
14,exclude,noPaired,Test,10,9,13.18,0.28,0,0
14,exclude,noPaired,Test,11,10,14.63,1.45,0,0
14,exclude,noPaired,Test,12,11,16.94,2.31,0,0
14,exclude,noPaired,Test,13,12,25.66,8.72,0,0
14,exclude,noPaired,Test,14,13,27.24,1.58,0,0
14,exclude,noPaired,Test,15,14,27.77,0.53,0,0
14,exclude,noPaired,Test,16,15,28.03,0.26,0,0
14,exclude,noPaired,Test,17,16,28.38,0.35,0,0
14,exclude,noPaired,Test,18,17,28.5,0.12,0,0
14,exclude,noPaired,Test,19,18,28.8,0.3,0,0
14,exclude,noPaired,Test,20,19,32.24,3.44,0,0
14,exclude,noPaired,Test,21,20,43.15,10.91,0,0
14,exclude,noPaired,Test,22,21,44.43,1.28,0,0
14,exclude,noPaired,Test,23,22,57.15,12.72,0,0
14,exclude,noPaired,Test,24,23,57.74,0.59,0,0
14,exclude,noPaired,Test,25,24,58.02,0.28,0,0
14,exclude,noPaired,Test,26,25,59.61,1.59,0,0
14,exclude,noPaired,Test,27,26,73.69,14.08,0,0
14,exclude,noPaired,Test,28,27,75.14,1.45,0,0
14,exclude,noPaired,Test,29,28,80.43,5.29,0,0
14,exclude,noPaired,Test,30,29,87.03,6.6,0,0
14,exclude,noPaired,Test,31,30,87.38,0.35,0,0
14,exclude,noPaired,Test,32,31,88.59,1.21,0,0
14,exclude,noPaired,Test,33,32,89.44,0.85,0,0
14,exclude,noPaired,Test,34,33,96.04,6.6,0,0
14,exclude,noPaired,Test,35,34,96.54,0.5,0,0
14,exclude,noPaired,Test,36,35,96.95,0.41,0,0
14,exclude,noPaired,Test,37,36,97.31,0.36,0,0
14,exclude,noPaired,Test,38,37,97.91,0.6,0,0
14,exclude,noPaired,Test,39,38,100.23,2.32,0,0
14,exclude,noPaired,Test,40,39,104.55,4.32,0,0
14,exclude,noPaired,Test,41,40,104.78,0.23,0,0
14,exclude,noPaired,Test,42,41,105.32,0.54,0,0
14,exclude,noPaired,Test,43,42,105.61,0.29,0,0
14,exclude,noPaired,Test,44,43,105.92,0.31,0,0
14,exclude,noPaired,Test,45,44,106.15,0.23,0,0
14,exclude,noPaired,Test,46,45,109.69,3.54,0,0
14,exclude,noPaired,Test,47,46,110.03,0.34,0,0
14,exclude,noPaired,Test,48,47,110.59,0.56,0,0
14,exclude,noPaired,Test,49,48,110.86,0.27,0,0
14,exclude,noPaired,Test,50,49,144.51,33.65,0,0
14,exclude,noPaired,Test,51,50,144.88,0.37,0,0
14,exclude,noPaired,Test,52,51,146.97,2.09,0,0
14,exclude,noPaired,Test,53,52,147.39,0.42,0,0
14,exclude,noPaired,Test,54,53,152.28,4.89,0,0
14,exclude,noPaired,Test,55,54,152.71,0.43,0,0
14,exclude,noPaired,Test,56,55,153.19,0.48,0,0
14,exclude,noPaired,Test,57,56,160.83,7.64,0,0
14,exclude,noPaired,Test,58,57,161.59,0.76,0,0
14,exclude,noPaired,Test,59,58,161.88,0.29,0,0
14,exclude,noPaired,Test,60,59,162,0.12,0,0
14,exclude,noPaired,Test,61,60,164.71,2.71,0,0
14,exclude,noPaired,Test,62,61,167.57,2.86,0,0
14,exclude,noPaired,Test,63,62,168.39,0.82,0,0
14,exclude,noPaired,Test,64,63,176.81,8.42,0,0
14,exclude,noPaired,Test,65,64,177.2,0.39,0,0
14,exclude,noPaired,Test,66,65,177.59,0.39,0,0
14,exclude,noPaired,Test,67,66,177.73,0.14,0,0
14,exclude,noPaired,Test,68,67,197.67,19.94,0,0
14,exclude,noPaired,Test,69,68,198.1,0.43,0,0
14,exclude,noPaired,Test,70,69,198.47,0.37,0,0
14,exclude,noPaired,Test,71,70,198.94,0.47,0,0
14,exclude,noPaired,Test,72,71,203.58,4.64,0,0
14,exclude,noPaired,Test,73,72,204.05,0.47,0,0
14,exclude,noPaired,Test,74,73,207.14,3.09,0,0
14,exclude,noPaired,Test,75,74,209.03,1.89,0,0
14,exclude,noPaired,Test,76,75,211.76,2.73,0,0
14,exclude,noPaired,Test,77,76,214.67,2.91,0,0
14,exclude,noPaired,Test,78,77,215.43,0.76,0,0
14,exclude,noPaired,Test,79,78,227.52,12.09,0,0
14,exclude,noPaired,Test,80,79,231.41,3.89,0,0
14,exclude,noPaired,Test,81,80,235,3.59,0,0
14,exclude,noPaired,Test,82,81,245.04,10.04,0,0
14,exclude,noPaired,Test,83,82,254.14,9.1,0,0
14,exclude,noPaired,Test,84,83,254.65,0.51,0,0
14,exclude,noPaired,Test,85,84,264.41,9.76,0,0
14,exclude,noPaired,Test,86,85,279.01,14.6,0,0
14,exclude,noPaired,Test,87,86,279.46,0.45,0,0
14,exclude,noPaired,Test,88,87,279.81,0.35,0,0
14,exclude,noPaired,Test,89,88,280.27,0.46,0,0
14,exclude,noPaired,Test,90,89,289.82,9.55,0,0
14,exclude,noPaired,Test,91,90,290.2,0.38,0,0
14,exclude,noPaired,Test,92,91,317.15,26.95,0,0
14,exclude,noPaired,Test,93,92,318.41,1.26,0,0
14,exclude,noPaired,Test,94,93,318.75,0.34,0,0
14,exclude,noPaired,Test,95,94,319.61,0.86,0,0
14,exclude,noPaired,Test,96,95,321.06,1.45,0,0
14,exclude,noPaired,Test,97,96,337.61,16.55,0,0
14,exclude,noPaired,Test,98,97,367.31,29.7,0,0
14,exclude,noPaired,Test,99,98,369.68,2.37,0,0
14,exclude,noPaired,Test,100,99,371.51,1.83,0,0
14,exclude,noPaired,Test,101,100,371.86,0.35,0,0
14,exclude,noPaired,Test,102,101,373.9,2.04,0,0
14,exclude,noPaired,Test,103,102,394.72,20.82,0,0
14,exclude,noPaired,Test,104,103,395.54,0.82,0,0
14,exclude,noPaired,Test,105,104,414.26,18.72,0,0
14,exclude,noPaired,Test,106,105,417.61,3.35,0,0
14,exclude,noPaired,Test,107,106,440.93,23.32,0,0
14,exclude,noPaired,Test,108,107,445.99,5.06,0,0
14,exclude,noPaired,Test,109,108,446.64,0.65,0,0
14,exclude,noPaired,Test,110,109,446.94,0.3,0,0
14,exclude,noPaired,Test,111,110,496.35,49.41,0,0
14,exclude,noPaired,Test,112,111,497.27,0.92,0,0
14,exclude,noPaired,Test,113,112,517.01,19.74,0,0
14,exclude,noPaired,Test,114,113,520.3,3.29,0,0
14,exclude,noPaired,Test,115,114,521.32,1.02,0,0
14,exclude,noPaired,Test,116,115,526.19,4.87,0,0
14,exclude,noPaired,Test,117,116,527.24,1.05,0,0
14,exclude,noPaired,Test,118,117,527.61,0.37,0,0
14,exclude,noPaired,Test,119,118,527.8,0.19,0,0
14,exclude,noPaired,Test,120,119,531.63,3.83,0,0
14,exclude,noPaired,Test,121,120,533.3,1.67,0,0
14,exclude,noPaired,Test,122,121,571.42,38.12,0,0
14,exclude,noPaired,Test,123,122,580.1,8.68,0,0
14,exclude,noPaired,Test,124,123,580.94,0.84,0,0
14,exclude,noPaired,Test,124,124,580.94,19.06,0,1
22,exclude,pfPaired,Test,1,0,7.02,0,0,0
22,exclude,pfPaired,Test,2,1,7.62,0.6,0,0
22,exclude,pfPaired,Test,3,2,8.08,0.46,0,0
22,exclude,pfPaired,Test,4,3,8.36,0.28,0,0
22,exclude,pfPaired,Test,5,4,8.94,0.58,0,0
22,exclude,pfPaired,Test,6,5,9.51,0.57,0,0
22,exclude,pfPaired,Test,7,6,9.77,0.26,0,0
22,exclude,pfPaired,Test,8,7,9.89,0.12,0,0
22,exclude,pfPaired,Test,9,8,10.02,0.13,0,0
22,exclude,pfPaired,Test,10,9,10.17,0.15,0,0
22,exclude,pfPaired,Test,11,10,10.35,0.18,0,0
22,exclude,pfPaired,Test,12,11,10.64,0.29,0,0
22,exclude,pfPaired,Test,13,12,10.77,0.13,0,0
22,exclude,pfPaired,Test,14,13,10.96,0.19,0,0
22,exclude,pfPaired,Test,15,14,11.52,0.56,0,0
22,exclude,pfPaired,Test,16,15,13.39,1.87,0,0
22,exclude,pfPaired,Test,17,16,13.59,0.2,0,0
22,exclude,pfPaired,Test,18,17,13.73,0.14,0,0
22,exclude,pfPaired,Test,19,18,13.86,0.13,0,0
22,exclude,pfPaired,Test,20,19,13.99,0.13,0,0
22,exclude,pfPaired,Test,21,20,14.14,0.15,0,0
22,exclude,pfPaired,Test,22,21,14.26,0.12,0,0
22,exclude,pfPaired,Test,23,22,14.47,0.21,0,0
22,exclude,pfPaired,Test,24,23,19.56,5.09,0,0
22,exclude,pfPaired,Test,25,24,19.68,0.12,0,0
22,exclude,pfPaired,Test,26,25,19.96,0.28,0,0
22,exclude,pfPaired,Test,27,26,20.14,0.18,0,0
22,exclude,pfPaired,Test,28,27,20.38,0.24,0,0
22,exclude,pfPaired,Test,29,28,22.75,2.37,0,0
22,exclude,pfPaired,Test,30,29,23.12,0.37,0,0
22,exclude,pfPaired,Test,31,30,50.69,27.57,0,0
22,exclude,pfPaired,Test,32,31,51.53,0.84,0,0
22,exclude,pfPaired,Test,33,32,53.67,2.14,0,0
22,exclude,pfPaired,Test,34,33,85.66,31.99,0,0
22,exclude,pfPaired,Test,35,34,87.9,2.24,0,0
22,exclude,pfPaired,Test,36,35,88.24,0.34,0,0
22,exclude,pfPaired,Test,37,36,172.16,83.92,0,0
22,exclude,pfPaired,Test,38,37,172.29,0.13,0,0
22,exclude,pfPaired,Test,39,38,172.5,0.21,0,0
22,exclude,pfPaired,Test,40,39,205.75,33.25,0,0
22,exclude,pfPaired,Test,41,40,205.87,0.12,0,0
22,exclude,pfPaired,Test,42,41,207.79,1.92,0,0
22,exclude,pfPaired,Test,43,42,207.98,0.19,0,0
22,exclude,pfPaired,Test,44,43,208.09,0.11,0,0
22,exclude,pfPaired,Test,45,44,208.24,0.15,0,0
22,exclude,pfPaired,Test,46,45,208.36,0.12,0,0
22,exclude,pfPaired,Test,47,46,208.57,0.21,0,0
22,exclude,pfPaired,Test,48,47,208.7,0.13,0,0
22,exclude,pfPaired,Test,49,48,209.16,0.46,0,0
22,exclude,pfPaired,Test,50,49,209.68,0.52,0,0
22,exclude,pfPaired,Test,51,50,210.29,0.61,0,0
22,exclude,pfPaired,Test,52,51,213.46,3.17,0,0
22,exclude,pfPaired,Test,53,52,213.73,0.27,0,0
22,exclude,pfPaired,Test,54,53,237.18,23.45,0,0
22,exclude,pfPaired,Test,55,54,237.29,0.11,0,0
22,exclude,pfPaired,Test,56,55,237.53,0.24,0,0
22,exclude,pfPaired,Test,57,56,238.79,1.26,0,0
22,exclude,pfPaired,Test,58,57,239.28,0.49,0,0
22,exclude,pfPaired,Test,59,58,297.13,57.85,0,0
22,exclude,pfPaired,Test,60,59,297.59,0.46,0,0
22,exclude,pfPaired,Test,61,60,299.51,1.92,0,0
22,exclude,pfPaired,Test,62,61,299.81,0.3,0,0
22,exclude,pfPaired,Test,63,62,299.92,0.11,0,0
22,exclude,pfPaired,Test,64,63,301,1.08,0,0
22,exclude,pfPaired,Test,65,64,334.11,33.11,0,0
22,exclude,pfPaired,Test,66,65,334.37,0.26,0,0
22,exclude,pfPaired,Test,67,66,336.35,1.98,0,0
22,exclude,pfPaired,Test,68,67,338.61,2.26,0,0
22,exclude,pfPaired,Test,69,68,340.29,1.68,0,0
22,exclude,pfPaired,Test,70,69,341.47,1.18,0,0
22,exclude,pfPaired,Test,71,70,341.58,0.11,0,0
22,exclude,pfPaired,Test,72,71,344.38,2.8,0,0
22,exclude,pfPaired,Test,73,72,344.73,0.35,0,0
22,exclude,pfPaired,Test,74,73,346.39,1.66,0,0
22,exclude,pfPaired,Test,75,74,346.57,0.18,0,0
22,exclude,pfPaired,Test,76,75,346.69,0.12,0,0
22,exclude,pfPaired,Test,77,76,346.84,0.15,0,0
22,exclude,pfPaired,Test,78,77,346.96,0.12,0,0
22,exclude,pfPaired,Test,79,78,347.26,0.3,0,0
22,exclude,pfPaired,Test,80,79,351.72,4.46,0,0
22,exclude,pfPaired,Test,81,80,352.66,0.94,0,0
22,exclude,pfPaired,Test,82,81,352.93,0.27,0,0
22,exclude,pfPaired,Test,83,82,354.18,1.25,0,0
22,exclude,pfPaired,Test,84,83,354.65,0.47,0,0
22,exclude,pfPaired,Test,85,84,410.76,56.11,0,0
22,exclude,pfPaired,Test,86,85,411.44,0.68,0,0
22,exclude,pfPaired,Test,87,86,412.28,0.84,0,0
22,exclude,pfPaired,Test,88,87,413.61,1.33,0,0
22,exclude,pfPaired,Test,89,88,414.58,0.97,0,0
22,exclude,pfPaired,Test,90,89,415.9,1.32,0,0
22,exclude,pfPaired,Test,91,90,584.8,168.9,0,0
22,exclude,pfPaired,Test,92,91,592.13,7.33,0,0
22,exclude,pfPaired,Test,93,92,592.27,0.14,0,0
22,exclude,pfPaired,Test,94,93,592.57,0.3,0,0
22,exclude,pfPaired,Test,95,94,593.22,0.65,0,0
22,exclude,pfPaired,Test,96,95,593.34,0.12,0,0
22,exclude,pfPaired,Test,96,96,593.34,6.66,0,1
30,include,noUnpaired,Test,1,0,3.57,0,0,0
30,include,noUnpaired,Test,2,1,4.88,1.31,0,0
30,include,noUnpaired,Test,3,2,18.1,13.22,0,0
30,include,noUnpaired,Test,4,3,19.13,1.03,0,0
30,include,noUnpaired,Test,5,4,21.44,2.31,0,0
30,include,noUnpaired,Test,6,5,38.16,16.72,0,0
30,include,noUnpaired,Test,7,6,60.54,22.38,0,0
30,include,noUnpaired,Test,8,7,61.25,0.71,0,0
30,include,noUnpaired,Test,9,8,73.94,12.69,0,0
30,include,noUnpaired,Test,10,9,100.23,26.29,0,0
30,include,noUnpaired,Test,11,10,100.73,0.5,0,0
30,include,noUnpaired,Test,12,11,101.04,0.31,0,0
30,include,noUnpaired,Test,13,12,102.19,1.15,0,0
30,include,noUnpaired,Test,14,13,102.42,0.23,0,0
30,include,noUnpaired,Test,15,14,119.1,16.68,0,0
30,include,noUnpaired,Test,16,15,119.46,0.36,0,0
30,include,noUnpaired,Test,17,16,130.12,10.66,0,0
30,include,noUnpaired,Test,18,17,134.57,4.45,0,0
30,include,noUnpaired,Test,19,18,145.71,11.14,0,0
30,include,noUnpaired,Test,20,19,145.93,0.22,0,0
30,include,noUnpaired,Test,21,20,180.37,34.44,0,0
30,include,noUnpaired,Test,22,21,193.47,13.1,0,0
30,include,noUnpaired,Test,23,22,206.05,12.58,0,0
30,include,noUnpaired,Test,24,23,206.22,0.17,0,0
30,include,noUnpaired,Test,25,24,207.27,1.05,0,0
30,include,noUnpaired,Test,26,25,208.28,1.01,0,0
30,include,noUnpaired,Test,27,26,209.46,1.18,0,0
30,include,noUnpaired,Test,28,27,210.25,0.79,0,0
30,include,noUnpaired,Test,29,28,253.81,43.56,0,0
30,include,noUnpaired,Test,30,29,253.97,0.16,0,0
30,include,noUnpaired,Test,31,30,254.3,0.33,0,0
30,include,noUnpaired,Test,32,31,263.06,8.76,0,0
30,include,noUnpaired,Test,33,32,300.43,37.37,0,0
30,include,noUnpaired,Test,34,33,300.79,0.36,0,0
30,include,noUnpaired,Test,35,34,301.26,0.47,0,0
30,include,noUnpaired,Test,36,35,301.44,0.18,0,0
30,include,noUnpaired,Test,37,36,303.36,1.92,0,0
30,include,noUnpaired,Test,38,37,303.62,0.26,0,0
30,include,noUnpaired,Test,39,38,306.27,2.65,0,0
30,include,noUnpaired,Test,40,39,307.68,1.41,0,0
30,include,noUnpaired,Test,41,40,308.04,0.36,0,0
